"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.ID","Gene.title"
"207300_s_at","207300_s_at",0.00939015768916577,0.0017157325160451,3.21591477971383,-1.88623302995439,0.463037203196339,"F7","2155","coagulation factor VII"
"232288_at","232288_at",0.00939106226397988,0.00171606955792269,3.21585294704318,-1.88641378221906,0.236086868340941,"LOC102724985///PDXDC2P///PDXDC1","102724985///283970///23042","pyridoxal-dependent decarboxylase domain-containing protein 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///pyridoxal dependent decarboxylase domain containing 1"
"200763_s_at","200763_s_at",0.00940776458708863,0.00171946577995019,-3.21523051770014,-1.8882331385832,-0.102547983257239,"RPLP1","6176","ribosomal protein lateral stalk subunit P1"
"206125_s_at","206125_s_at",0.00944577062738094,0.00172710322747009,-3.213834971201,-1.89231125715679,-0.805661031202442,"KLK8","11202","kallikrein related peptidase 8"
"214132_at","214132_at",0.00945555940449682,0.00172906598859002,3.21347725665658,-1.89335634942699,0.530984562404862,"ATP5C1","509","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
"242727_at","242727_at",0.00945718128879307,0.00172969127570948,3.21336337716922,-1.8936890375586,0.395559794520546,"ARL5B","221079","ADP ribosylation factor like GTPase 5B"
"218253_s_at","218253_s_at",0.00945718128879307,0.00172970851189631,-3.21336023859793,-1.89369820645979,-0.373953078386609,"EIF2D","1939","eukaryotic translation initiation factor 2D"
"223120_at","223120_at",0.00945995612346328,0.00173038904784191,3.21323634176192,-1.89406014801137,0.300242146118714,"FUCA2","2519","fucosidase, alpha-L- 2, plasma"
"211795_s_at","211795_s_at",0.00946511789868043,0.00173160443455027,3.21301518417817,-1.89470619018251,0.764913888888879,"FYB","2533","FYN binding protein"
"1557143_at","1557143_at",0.00946511789868043,0.00173167945753087,3.21300153738034,-1.89474605380171,0.155128257229831,"CSMD2","114784","CUB and Sushi multiple domains 2"
"222894_x_at","222894_x_at",0.00948182459608479,0.00173508285475681,3.21238303305101,-1.89655261857481,0.308692952815823,"NDUFAF5","79133","NADH:ubiquinone oxidoreductase complex assembly factor 5"
"225835_at","225835_at",0.00950240035101479,0.00173902181823967,-3.21166860997674,-1.89863899220094,-0.845457656012179,"SLC12A2","6558","solute carrier family 12 member 2"
"207291_at","207291_at",0.00952729590319442,0.00174392642705386,3.21078115027049,-1.90123016320958,0.591370289193297,"PRRG4","79056","proline rich and Gla domain 4"
"219491_at","219491_at",0.00953599403607329,0.00174569299144138,3.21046207086147,-1.90216165497879,0.631588611111107,"LRFN4","78999","leucine rich repeat and fibronectin type III domain containing 4"
"226871_s_at","226871_s_at",0.00954060388673205,0.00174671138374372,3.21027826412869,-1.90269820923987,0.264815905631656,"ATG4D","84971","autophagy related 4D cysteine peptidase"
"226796_at","226796_at",0.00954262843736457,0.00174743110955453,3.21014842310284,-1.90307721577601,0.400984041095886,"ABHD15","116236","abhydrolase domain containing 15"
"202859_x_at","202859_x_at",0.00954727440685752,0.00174845649082514,3.20996352685524,-1.90361690696245,1.2800180175038,"CXCL8","3576","C-X-C motif chemokine ligand 8"
"231300_at","231300_at",0.00956810525893234,0.00175257746856431,3.20922145218391,-1.90578268123495,0.402427834855401,"CCDC189","90835","coiled-coil domain containing 189"
"235690_at","235690_at",0.00956810525893234,0.00175262138396356,-3.20921355299187,-1.90580573312091,-0.310842625570784,"ZNF594","84622","zinc finger protein 594"
"1554038_at","1554038_at",0.00958035760836625,0.00175504091093546,3.20877863041876,-1.90707487758404,0.218098565449008,"LARP1B","55132","La ribonucleoprotein domain family member 1B"
"228460_at","228460_at",0.00958047048688026,0.0017552368151272,-3.20874344008363,-1.90717756005491,-0.253801457382035,"ZNF319","57567","zinc finger protein 319"
"203139_at","203139_at",0.00960057831172099,0.00175962314150445,3.20795647998247,-1.90947360185589,0.685554703196338,"DAPK1","1612","death associated protein kinase 1"
"227165_at","227165_at",0.00960477643165901,0.00176074392637436,3.20775569091605,-1.91005935154103,0.294086849315065,"SKA3","221150","spindle and kinetochore associated complex subunit 3"
"221087_s_at","221087_s_at",0.00960755893741708,0.0017615840011828,-3.20760526927022,-1.91049814763658,-0.499346655251146,"APOL3","80833","apolipoprotein L3"
"236144_at","236144_at",0.00960755893741708,0.00176194137828174,-3.20754129851307,-1.91068475206805,-0.55513239726027,"CPXM2","119587","carboxypeptidase X, M14 family member 2"
"219338_s_at","219338_s_at",0.00960755893741708,0.00176215411481131,-3.20750322426393,-1.91079581422877,-0.559685334855407,"LRRC49","54839","leucine rich repeat containing 49"
"201765_s_at","201765_s_at",0.00960755893741708,0.00176248406295918,3.2074441806897,-1.91096804152933,0.315509140030438,"HEXA","3073","hexosaminidase subunit alpha"
"205859_at","205859_at",0.00961109126417935,0.00176330784583417,3.20729681132035,-1.91139789958257,0.549503082191774,"LY86","9450","lymphocyte antigen 86"
"217518_at","217518_at",0.00962663866397385,0.00176648268720634,-3.20672945256067,-1.91305266234904,-0.428675292998484,"MYOF","26509","myoferlin"
"212203_x_at","212203_x_at",0.00962663866397385,0.00176651240449291,3.20672414643606,-1.91306813709309,0.36765890410957,"IFITM3","10410","interferon induced transmembrane protein 3"
"203361_s_at","203361_s_at",0.00962874791112731,0.0017670755654367,3.2066236078205,-1.91336134320893,0.449238371385079,"GJA9-MYCBP///MYCBP","100527950///26292","GJA9-MYCBP readthrough///MYC binding protein"
"228383_at","228383_at",0.00962881050149279,0.00176755032632269,-3.20653887407185,-1.91360845086866,-0.204601700913241,"PNPLA7","375775","patatin like phospholipase domain containing 7"
"231954_at","231954_at",0.00962881050149279,0.00176761538186526,-3.20652726482694,-1.91364230630265,-0.333889037290723,"MIR4453///DKFZP434I0714","100616193///54553","microRNA 4453///uncharacterized protein DKFZP434I0714"
"226722_at","226722_at",0.00963150699030328,0.0017682865508672,-3.20640751710157,-1.91399151444043,-0.533027351598177,"FAM20C","56975","family with sequence similarity 20 member C"
"200924_s_at","200924_s_at",0.00964787057024963,0.00177146726391836,3.20584060039924,-1.9156446102276,0.453138519786901,"SLC3A2","6520","solute carrier family 3 member 2"
"200730_s_at","200730_s_at",0.00969334622163513,0.0017805351422633,3.20422957285105,-1.9203409570801,0.872207134703193,"PTP4A1","7803","protein tyrosine phosphatase type IVA, member 1"
"210608_s_at","210608_s_at",0.00969759121481596,0.00178166079108964,3.20403012036767,-1.92092225068875,0.552208078386601,"FUT2","2524","fucosyltransferase 2"
"210072_at","210072_at",0.00970710421285162,0.00178376362188423,3.20365783649682,-1.92200717236354,1.40328189497716,"CCL19","6363","C-C motif chemokine ligand 19"
"201087_at","201087_at",0.0097312380586257,0.00178842430575691,-3.20283416761326,-1.92440716555699,-0.351596712328774,"PXN","5829","paxillin"
"229058_at","229058_at",0.00975259260904917,0.00179283600024789,3.20205634275363,-1.92667311216482,0.438797694063925,"ANKRD16","54522","ankyrin repeat domain 16"
"210788_s_at","210788_s_at",0.00975983957552894,0.00179434672909405,3.20179039642788,-1.92744775855547,0.347900654490099,"DHRS7","51635","dehydrogenase/reductase 7"
"205988_at","205988_at",0.00978691981344111,0.00179950443318744,3.20088401186054,-1.93008747002906,0.705305768645357,"CD84","8832","CD84 molecule"
"230937_at","230937_at",0.00979417150787236,0.00180119605874086,-3.20058726268843,-1.93095157436826,-0.4034991628615,"LOC101929072///LOC285835","101929072///285835","uncharacterized LOC101929072///uncharacterized LOC285835"
"223362_s_at","223362_s_at",0.0097954633823077,0.00180161279876518,3.20051419698507,-1.93116432436056,0.301406472602739,"SEPT3","55964","septin 3"
"52651_at","52651_at",0.00980759647718592,0.00180402373609618,3.20009180386214,-1.93239415442373,0.745602751141552,"COL8A2","1296","collagen type VIII alpha 2 chain"
"213109_at","213109_at",0.00983244544500715,0.0018087743262164,3.19926104369417,-1.9348125860513,0.665067656012175,"TNIK","23043","TRAF2 and NCK interacting kinase"
"231609_at","231609_at",0.00983788075087399,0.00180996941234901,3.19905237290009,-1.93541996766888,0.693943055555553,"C10orf82","143379","chromosome 10 open reading frame 82"
"212928_at","212928_at",0.00984004972606926,0.0018108931018511,-3.19889117788705,-1.93588913835926,-0.401443078386611,"TSPYL4","23270","TSPY like 4"
"242871_at","242871_at",0.00984278029050319,0.00181175566243483,3.19874071977017,-1.93632704088226,0.899301392694063,"PAQR5","54852","progestin and adipoQ receptor family member 5"
"230920_at","230920_at",0.0098664453185846,0.00181683349734814,-3.19785633382627,-1.93890066855524,-0.267339398782346,"TRABD2B","388630","TraB domain containing 2B"
"201356_at","201356_at",0.00986940065833765,0.00181755821177507,-3.19773030109538,-1.93926738522318,-0.282228873668197,"SF3A1","10291","splicing factor 3a subunit 1"
"229801_at","229801_at",0.0098745318040077,0.00181868377258999,3.19753465127161,-1.93983664270501,0.526951434550984,"PROSER2","254427","proline and serine rich 2"
"214045_at","214045_at",0.0098758630817154,0.00181944429268035,-3.19740251825423,-1.94022107713751,-0.780967952815833,"LIAS","11019","lipoic acid synthetase"
"203297_s_at","203297_s_at",0.00988151187196323,0.0018208730152726,3.19715443058896,-1.94094284044471,0.319529482496193,"JARID2","3720","jumonji and AT-rich interaction domain containing 2"
"1553986_at","1553986_at",0.00988235319067348,0.00182120879285278,3.19709615148666,-1.9411123855742,0.852330498477926,"RASEF","158158","RAS and EF-hand domain containing"
"221887_s_at","221887_s_at",0.0098924779716527,0.00182325561079733,3.19674111270186,-1.94214520668665,0.347178797564684,"WHRN","25861","whirlin"
"209342_s_at","209342_s_at",0.00989385604268869,0.00182369055689468,3.19666571527271,-1.94236452845008,0.774322903348551,"IKBKB","3551","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
"226774_at","226774_at",0.00989387996066824,0.00182387592361363,-3.19663358724661,-1.94245798359386,-0.501661872146129,"FAM120B","84498","family with sequence similarity 120B"
"212067_s_at","212067_s_at",0.00989628396626327,0.00182450008925348,-3.19652542832448,-1.94277259441471,-0.567280996955876,"C1R","715","complement C1r subcomponent"
"207458_at","207458_at",0.00990184876275867,0.00182588823458862,3.19628500625329,-1.94347189856474,0.251284082952812,"RHPN1-AS1","78998","RHPN1 antisense RNA 1 (head to head)"
"229838_at","229838_at",0.00990392870328992,0.00182645291477407,3.19618725428043,-1.94375621263357,0.657462983257223,"NUCB2","4925","nucleobindin 2"
"210540_s_at","210540_s_at",0.00990618506106379,0.00182705020861028,3.19608388718566,-1.94405685062257,0.452336008371383,"B4GALT4","8702","beta-1,4-galactosyltransferase 4"
"203440_at","203440_at",0.0099250432861096,0.00183070985899251,3.19545123816904,-1.94589670364259,0.731765262557074,"CDH2","1000","cadherin 2"
"221626_at","221626_at",0.00993099557868238,0.00183223496632622,-3.19518793842735,-1.94666233638548,-0.231921894977175,"ZNF506","440515","zinc finger protein 506"
"243423_at","243423_at",0.00993099557868238,0.00183235269131683,-3.19516762247229,-1.94672140970916,-0.322883059360734,"TNIP1","10318","TNFAIP3 interacting protein 1"
"213050_at","213050_at",0.00993577238201084,0.00183341577617023,-3.19498421958381,-1.94725468186945,-1.11199559741249,"COBL","23242","cordon-bleu WH2 repeat protein"
"220108_at","220108_at",0.00994035402603165,0.00183487469788774,3.19473268831628,-1.94798600671949,0.614684627092843,"GNA14","9630","G protein subunit alpha 14"
"204796_at","204796_at",0.00994265951690932,0.0018355958877674,-3.19460841748135,-1.94834730549746,-0.569469299847795,"EML1","2009","echinoderm microtubule associated protein like 1"
"1563229_at","1563229_at",0.00998260769407629,0.00184315362911203,3.19330884461224,-1.9521249235598,0.17577462328767,"MIR15A///DLEU2","406948///8847","microRNA 15a///deleted in lymphocytic leukemia 2 (non-protein coding)"
"1555772_a_at","1555772_a_at",0.0100091326223313,0.00184841723068458,3.19240668419523,-1.95474659119611,0.567212648401825,"CDC25A","993","cell division cycle 25A"
"243115_at","243115_at",0.010010814755196,0.00184891097207077,-3.19232218169066,-1.95499212317418,-0.142034094368343,"THCAT158","102724508","thyroid cancer-associated transcript 158"
"221808_at","221808_at",0.0100565471181783,0.00185809307705235,-3.19075450749995,-1.95954621224282,-0.334630273972603,"RAB9A","9367","RAB9A, member RAS oncogene family"
"217870_s_at","217870_s_at",0.0100601692360084,0.00185894631534325,-3.19060919952009,-1.95996823800416,-0.309242762557078,"CMPK1","51727","cytidine/uridine monophosphate kinase 1"
"226131_s_at","226131_s_at",0.0100706385365576,0.00186124924393077,-3.19021731662407,-1.96110632542914,-0.0940115677321334,"RPS16","6217","ribosomal protein S16"
"228645_at","228645_at",0.0100824606166145,0.0018641718221007,3.18972063943675,-1.96254858556314,0.505198683409435,"SNHG9///SNORA78","735301///677844","small nucleolar RNA host gene 9///small nucleolar RNA, H/ACA box 78"
"214027_x_at","214027_x_at",0.0100941696138303,0.00186670597101853,-3.18929056053805,-1.96379730661926,-0.302479098173518,"SUPT20H///DES","55578///1674","SPT20 homolog, SAGA complex component///desmin"
"227263_at","227263_at",0.0100955855764497,0.00186715247094758,-3.18921483989235,-1.96401714482816,-0.371856777016744,"C8orf58","541565","chromosome 8 open reading frame 58"
"213265_at","213265_at",0.0101044386927594,0.00186897464105854,-3.18890599802538,-1.96491375449826,-0.212005205479454,"PGA4///PGA3///PGA5","643847///643834///5222","pepsinogen 4, group I (pepsinogen A)///pepsinogen 3, group I (pepsinogen A)///pepsinogen 5, group I (pepsinogen A)"
"1554155_at","1554155_at",0.0101153406884996,0.00187153200633493,-3.18847301968089,-1.96617062842439,-0.335160098934552,"MCPH1","79648","microcephalin 1"
"235039_x_at","235039_x_at",0.0101153406884996,0.0018715461619545,3.18847062457756,-1.96617758067332,0.291327884322675,"LIN9","286826","lin-9 DREAM MuvB core complex component"
"211596_s_at","211596_s_at",0.0101232064725912,0.0018731866462406,-3.18819317203498,-1.96698291095885,-0.679606046423144,"LRIG1","26018","leucine rich repeats and immunoglobulin like domains 1"
"215250_at","215250_at",0.0101336267175617,0.00187530013952061,-3.18783605361607,-1.96801939324391,-0.260650563165909,"EMC3","55831","ER membrane protein complex subunit 3"
"228468_at","228468_at",0.0101365821959367,0.0018760324689654,3.18771239884352,-1.96837826020269,0.541181415525109,"MASTL","84930","microtubule associated serine/threonine kinase like"
"64408_s_at","64408_s_at",0.010153383899286,0.00187932775602697,-3.18715654103177,-1.96999131112771,-0.498712990867585,"CALML4","91860","calmodulin like 4"
"210428_s_at","210428_s_at",0.0101751075689316,0.00188353477284237,3.18644820788212,-1.97204649555304,0.501877279299829,"HGS","9146","hepatocyte growth factor-regulated tyrosine kinase substrate"
"239043_at","239043_at",0.0101826545884684,0.00188511805659766,-3.18618201278856,-1.97281874647041,-0.441761080669715,"ZNF404","342908","zinc finger protein 404"
"210112_at","210112_at",0.010189065503042,0.00188667762510832,3.18592000837612,-1.97357878788868,0.206585407153729,"HPS1","3257","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"1559413_at","1559413_at",0.0102018225833159,0.00188922640431775,-3.18549225236961,-1.974819542618,-0.178104923896502,"TCP11L2","255394","t-complex 11 like 2"
"1552621_at","1552621_at",0.0102044892304857,0.00188990686690257,3.18537814272196,-1.97515050731974,0.707399554794511,"UPK3BL///POLR2J3///POLR2J2///POLR2J","100134938///548644///246721///5439","uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J"
"221854_at","221854_at",0.0102187597267555,0.00189273671244359,-3.18490400399338,-1.97652559888666,-0.711736012176565,"PKP1","5317","plakophilin 1"
"220399_at","220399_at",0.0102292932494746,0.00189562321360177,3.18442105224937,-1.97792607602024,0.205017248858445,"LINC00115","79854","long intergenic non-protein coding RNA 115"
"229184_at","229184_at",0.0102307245781227,0.00189607557659108,-3.18434542771357,-1.97814535830158,-0.123178824200914,"CCNT2","905","cyclin T2"
"242470_at","242470_at",0.0102369092528522,0.00189748181583192,-3.18411044457406,-1.97882669224013,-0.339491099695588,"EID2B","126272","EP300 interacting inhibitor of differentiation 2B"
"206240_s_at","206240_s_at",0.0102369092528522,0.00189767957127035,-3.18407741256782,-1.97892246525806,-0.521994813546432,"ZNF136","7695","zinc finger protein 136"
"1557118_a_at","1557118_a_at",0.0102369092528522,0.00189785672985952,-3.18404782367049,-1.97900825462709,-0.31336681887367,"INTS6-AS1","100507398","INTS6 antisense RNA 1"
"208200_at","208200_at",0.0102369092528522,0.00189797071963719,3.18402878654142,-1.97906345009349,0.429941590563162,"IL1A","3552","interleukin 1 alpha"
"213372_at","213372_at",0.0102454023855046,0.00190029493537086,-3.18364085744627,-1.9801881363184,-0.4588749543379,"PAQR3","152559","progestin and adipoQ receptor family member 3"
"226707_at","226707_at",0.0102532038875783,0.00190230453105797,3.18330579678593,-1.9811594549537,0.61122612252663,"NAPRT","93100","nicotinate phosphoribosyltransferase"
"201027_s_at","201027_s_at",0.0102647474506769,0.00190483197041724,3.18288486346345,-1.982379593029,0.278876168188728,"EIF5B","9669","eukaryotic translation initiation factor 5B"
"1556730_at","1556730_at",0.0102647474506769,0.00190515996600208,-3.18283027544633,-1.98253781478037,-0.160982770167428,"LOC652993","652993","uncharacterized LOC652993"
"224553_s_at","224553_s_at",0.0102922520437395,0.00191049046167192,3.18194435027158,-1.98510532917647,0.527949596651443,"TNFRSF18","8784","TNF receptor superfamily member 18"
"228297_at","228297_at",0.0103464097573489,0.00192111114506824,-3.18018603901838,-1.99019937052777,-0.646171305175043,"CNN3","1266","calponin 3"
"210296_s_at","210296_s_at",0.0103542875261674,0.0019229526390618,3.17988209077382,-1.99107970961209,0.438209048706236,"PEX2","5828","peroxisomal biogenesis factor 2"
"213694_at","213694_at",0.0103571948393816,0.00192368200446127,-3.17976178010473,-1.99142815164576,-0.377333135464241,"RSBN1","54665","round spermatid basic protein 1"
"1567628_at","1567628_at",0.0103978730353323,0.00193142749971349,3.17848675458579,-1.99512019252283,0.96089205479451,"CD74","972","CD74 molecule"
"209332_s_at","209332_s_at",0.010421666380879,0.00193603777650823,-3.17773009143307,-1.99731065324408,-0.246465182648405,"MAX","4149","MYC associated factor X"
"209007_s_at","209007_s_at",0.0104284694791901,0.0019376830624434,-3.17746046442516,-1.99809109104708,-0.349356830289201,"RSRP1","57035","arginine and serine rich protein 1"
"235740_at","235740_at",0.0104494198181476,0.00194234025810396,-3.17669840397808,-2.00029658579965,-0.58087299086758,"MCTP1","79772","multiple C2 and transmembrane domain containing 1"
"212293_at","212293_at",0.0104528052352028,0.00194328627499986,-3.17654381438887,-2.00074393332915,-0.294258413242019,"HIPK1","204851","homeodomain interacting protein kinase 1"
"1558685_a_at","1558685_a_at",0.0104899978252299,0.00195103407196641,3.17528036869552,-2.00439938639583,0.456195966514457,"CH17-340M24.3","158960","uncharacterized protein BC009467"
"237747_at","237747_at",0.0105008844175241,0.00195363504883503,-3.1748572701493,-2.00562324371444,-0.408845194063927,"LOC100507281","100507281","uncharacterized LOC100507281"
"243630_at","243630_at",0.0105140256349071,0.00195648453074836,3.17439434894374,-2.00696213776311,0.334149486301364,"NDUFB1","4707","NADH:ubiquinone oxidoreductase subunit B1"
"204942_s_at","204942_s_at",0.0105140256349071,0.00195665809353814,3.17436617255606,-2.00704362632725,1.33434058980213,"ALDH3B2","222","aldehyde dehydrogenase 3 family member B2"
"201439_at","201439_at",0.0105140256349071,0.00195684910582194,3.17433516608578,-2.00713329904503,0.514778717656002,"GBF1","8729","golgi brefeldin A resistant guanine nucleotide exchange factor 1"
"211928_at","211928_at",0.0105141401526566,0.00195712326469726,3.17429066759343,-2.00726199029745,0.296422408675792,"DYNC1H1","1778","dynein cytoplasmic 1 heavy chain 1"
"223054_at","223054_at",0.0105456775117174,0.00196414976920836,3.1731521770268,-2.01055403877841,0.323093116438347,"DNAJB11","51726","DnaJ heat shock protein family (Hsp40) member B11"
"220149_at","220149_at",0.0105456775117174,0.00196428312353599,3.1731306065667,-2.01061640228584,0.893958105022831,"C2orf54","79919","chromosome 2 open reading frame 54"
"219346_at","219346_at",0.0105464129971558,0.00196461301099281,3.17307725214265,-2.01077065659979,0.261637286910192,"LRFN3","79414","leucine rich repeat and fibronectin type III domain containing 3"
"235072_s_at","235072_s_at",0.0105539881104563,0.00196679624796415,-3.17272435586468,-2.01179086985273,-0.375870818112638,"KIF13A","63971","kinesin family member 13A"
"202834_at","202834_at",0.0105580169707364,0.00196793325923685,3.17254071483697,-2.01232173378442,1.20744945205479,"AGT","183","angiotensinogen"
"218154_at","218154_at",0.0105619850853526,0.00196887677014239,3.17238840140806,-2.0127620175544,0.422534950532721,"GSDMD","79792","gasdermin D"
"222278_at","222278_at",0.0105619850853526,0.00196916209877101,-3.17234235344065,-2.01289512235324,-0.287735734398784,"LOC101929726","101929726","uncharacterized LOC101929726"
"231790_at","231790_at",0.0105619850853526,0.00196925241810854,-3.17232777848291,-2.01293725193228,-0.113303706240491,"DMGDH","29958","dimethylglycine dehydrogenase"
"1558522_at","1558522_at",0.0105738127856367,0.00197184444741384,-3.17190976399943,-2.0141454736732,-0.112751366057841,"MPP6","51678","membrane palmitoylated protein 6"
"226563_at","226563_at",0.0105850490676732,0.00197413647367785,-3.17154055658967,-2.01521251474593,-0.452675117960435,"SMAD2","4087","SMAD family member 2"
"210010_s_at","210010_s_at",0.0105850490676732,0.00197432703049166,3.17150987901331,-2.01530117094777,0.67491596651446,"SLC25A1","6576","solute carrier family 25 member 1"
"203773_x_at","203773_x_at",0.0105883408336105,0.00197513467145849,3.17137988817619,-2.01567682814536,0.442760045662094,"BLVRA","644","biliverdin reductase A"
"213358_at","213358_at",0.0106015566639652,0.00197818163851437,3.17088991991419,-2.01709266038894,0.808453637747333,"MTCL1","23255","microtubule crosslinking factor 1"
"210291_s_at","210291_s_at",0.0106045039971008,0.00197892554700355,3.17077040220813,-2.01743799615724,0.151146453576863,"ZNF174","7727","zinc finger protein 174"
"220283_at","220283_at",0.0106090062954203,0.00197995976659293,3.17060431204033,-2.01791788102187,0.598637777777776,"HHIPL2","79802","HHIP like 2"
"200928_s_at","200928_s_at",0.0106350517239468,0.00198501514115915,-3.16979360584513,-2.02025995850318,-0.312224022070019,"RAB14","51552","RAB14, member RAS oncogene family"
"219675_s_at","219675_s_at",0.010643692938802,0.0019868226819097,3.16950420545111,-2.02109589737475,0.365042423896495,"UXS1","80146","UDP-glucuronate decarboxylase 1"
"201968_s_at","201968_s_at",0.0106467816064048,0.00198759396171146,-3.16938079252875,-2.02145235887687,-0.452145844748868,"PGM1","5236","phosphoglucomutase 1"
"229164_s_at","229164_s_at",0.0106586834723518,0.00199059564583784,-3.16890091517336,-2.02283831041066,-0.387202621765611,"ABTB1","80325","ankyrin repeat and BTB domain containing 1"
"213053_at","213053_at",0.0106588213731874,0.00199081634866008,3.16886565813298,-2.02294013072314,0.210266168188733,"HAUS5","23354","HAUS augmin like complex subunit 5"
"214037_s_at","214037_s_at",0.0106674798781476,0.0019928237672684,3.16854514204011,-2.02386571982787,0.242713584474885,"CCDC22","28952","coiled-coil domain containing 22"
"204193_at","204193_at",0.0107086890099416,0.00200110975060948,-3.1672253254273,-2.02767628090686,-0.371623120243538,"CHKB","1120","choline kinase beta"
"202458_at","202458_at",0.0107097896903058,0.00200206618432252,3.16707330926448,-2.02811509602221,0.66092461567732,"PRSS23","11098","protease, serine 23"
"222489_s_at","222489_s_at",0.0107097896903058,0.00200209895609723,3.1670681016959,-2.02813012806099,0.260006061643832,"WRNIP1","56897","Werner helicase interacting protein 1"
"221898_at","221898_at",0.0107160687627721,0.00200366476381928,-3.16681938084824,-2.02884805568588,-0.618814828767125,"PDPN","10630","podoplanin"
"232244_at","232244_at",0.0107250621756537,0.00200561996634738,3.16650906034195,-2.02974372401068,0.466560582191779,"KIAA1161","57462","KIAA1161"
"229498_at","229498_at",0.0107250621756537,0.00200577525270402,-3.16648442609262,-2.02981482195718,-0.559213508371389,"MBNL3","55796","muscleblind like splicing regulator 3"
"204749_at","204749_at",0.01073193777483,0.00200741705758,-3.16622408267485,-2.03056618208793,-0.825123226788437,"NAP1L3","4675","nucleosome assembly protein 1 like 3"
"204166_at","204166_at",0.0107341168595387,0.00200841363462425,3.16606615059615,-2.03102195461807,0.370739980974118,"SBNO2","22904","strawberry notch homolog 2"
"215130_s_at","215130_s_at",0.0107503126329918,0.00201242706536207,3.16543086127373,-2.03285513121813,0.411436248097408,"IQCK","124152","IQ motif containing K"
"212401_s_at","212401_s_at",0.0107915298588651,0.00202108887075605,-3.16406378457331,-2.03679890399022,-0.248190414764081,"CDK11A///CDK11B","728642///984","cyclin dependent kinase 11A///cyclin dependent kinase 11B"
"231195_at","231195_at",0.0107915298588651,0.00202112968915919,3.16405735519452,-2.03681744826981,0.77901862633181,"KLRG2","346689","killer cell lectin like receptor G2"
"208309_s_at","208309_s_at",0.010836347268612,0.0020301180625952,3.16264451438761,-2.04089175297358,0.473542694063918,"MALT1","10892","MALT1 paracaspase"
"219102_at","219102_at",0.0108542895136539,0.00203407499509644,3.1620243865023,-2.04267958178872,0.652924718417045,"RCN3","57333","reticulocalbin 3"
"231776_at","231776_at",0.010857341736443,0.00203504413562081,3.1618726745306,-2.04311692321895,0.789343390410957,"EOMES","8320","eomesodermin"
"225477_s_at","225477_s_at",0.0109219332203964,0.00204814963527616,-3.15982767592182,-2.04901036214422,-0.27462505327246,"NR2C2","7182","nuclear receptor subfamily 2 group C member 2"
"227945_at","227945_at",0.0109278975411685,0.00204966784242675,-3.15959156022282,-2.04969061563157,-0.424300468036535,"TBC1D1","23216","TBC1 domain family member 1"
"227180_at","227180_at",0.0109414236694737,0.00205260507686861,-3.15913521500802,-2.05100523486048,-0.874095213089806,"ELOVL7","79993","ELOVL fatty acid elongase 7"
"210205_at","210205_at",0.010971684419952,0.00205916187414346,3.15811870167064,-2.05393299615703,0.363005144596649,"B3GALT4","8705","beta-1,3-galactosyltransferase 4"
"209653_at","209653_at",0.010986055696618,0.00206237183928798,3.15762215164149,-2.05536287547188,0.744754356925412,"KPNA4","3840","karyopherin subunit alpha 4"
"219913_s_at","219913_s_at",0.010986055696618,0.00206238455729469,3.15762018572104,-2.0553685362209,0.491194596651438,"CRNKL1","51340","crooked neck pre-mRNA splicing factor 1"
"214987_at","214987_at",0.0109941164969635,0.00206429995350393,-3.15732423679677,-2.05622066993138,-0.0976338622526653,"GAB1","2549","GRB2 associated binding protein 1"
"205720_at","205720_at",0.0110051824375837,0.00206657902307585,-3.15697242906847,-2.0572335532821,-0.0596053196347031,"POMC","5443","proopiomelanocortin"
"221686_s_at","221686_s_at",0.0110175654551605,0.00206910584533311,3.15658279866774,-2.05835522203576,0.392340620243531,"RECQL5","9400","RecQ like helicase 5"
"228023_x_at","228023_x_at",0.0110218635120289,0.00207031620061338,-3.15639632129743,-2.05889201284799,-0.302105319634713,"ACTG1P4///RNPC3///AMY2B","648740///55599///280","actin gamma 1 pseudogene 4///RNA binding region (RNP1, RRM) containing 3///amylase, alpha 2B (pancreatic)"
"211336_x_at","211336_x_at",0.0110293558187657,0.00207212698619773,3.15611752588795,-2.05969449988112,0.626214132420087,"LILRB1","10859","leukocyte immunoglobulin like receptor B1"
"204343_at","204343_at",0.0110562925889175,0.00207779435484458,3.15524641835679,-2.06220152443414,0.62862955098934,"ABCA3","21","ATP binding cassette subfamily A member 3"
"213670_x_at","213670_x_at",0.011066305505791,0.00207987847055342,3.1549266332795,-2.06312171350784,0.387439478691016,"NSUN5P1","155400","NOP2/Sun RNA methyltransferase family member 5 pseudogene 1"
"205768_s_at","205768_s_at",0.0110773486783513,0.00208256181188428,3.1545153420539,-2.06430509999554,1.21678341704718,"SLC27A2","11001","solute carrier family 27 member 2"
"218599_at","218599_at",0.0110791432620818,0.00208310183327299,3.154432629432,-2.06454306919886,0.30812927701674,"REC8","9985","REC8 meiotic recombination protein"
